name,bitter,meaty,salty,sour,sweet,piquant,ingredients
"Easy-to-Make-Bread-Recipe-with-Healthy-Nuts-and-Seeds-2022710","0.8333333333333334","0.8333333333333334","0.8333333333333334","0.16666666666666666","0.16666666666666666","0.0","raw almonds walnuts flax seeds sunflower seeds pumpkin seeds sesame seeds eggs sea salt"
"Pecan-Praline-Cookies-2022561","0.16666666666666666","0.8333333333333334","0.16666666666666666","0.16666666666666666","0.8333333333333334","0.0","egg whites brown sugar vanilla pecans"
"Homemade-Buttermilk-Ranch-2023182","0.8333333333333334","0.3333333333333333","0.8333333333333334","0.3333333333333333","0.3333333333333333","0.0","mayonnaise buttermilk sour cream finely chopped fresh parsley dried chives onion powder garlic salt freshly ground black pepper milk"
"Banting-Cheese-Puffs-2022475","0.6666666666666666","0.8333333333333334","0.5","0.16666666666666666","0.16666666666666666","0.0","cream eggs cheese almond flour back bacon rashers onions"
"Homemade-Mozzarella-Sticks-with-String-Cheese-2018295","0.8333333333333334","0.8333333333333334","0.8333333333333334","0.16666666666666666","0.16666666666666666","0.0","string cheese Italian style breadcrumbs eggs milk oil marinara sauce"
"Stamped-Sugar-Cookies-2023958","0.16666666666666666","0.8333333333333334","0.5","0.16666666666666666","0.6666666666666666","0.0","unsalted butter brown sugar large eggs vanilla flour baking powder salt"
"Vanilla-Sugar-Cookies-2023954","0.16666666666666666","0.8333333333333334","0.5","0.16666666666666666","0.6666666666666666","0.0","unsalted butter brown sugar large eggs vanilla flour baking powder salt"
"How-to-make-french-toast-306796","0.16666666666666666","0.16666666666666666","0.16666666666666666","0.16666666666666666","0.3333333333333333","0.0","milk eggs sugar cinnamon salt challa butter oil"
"Italian-Calzones-2024656","0.6666666666666666","0.3333333333333333","0.8333333333333334","0.16666666666666666","0.16666666666666666","0.0","active dry yeast warm water olive oil white sugar salt all-purpose flour sausages fresh mushrooms ricotta cheese shredded cheese pepperoni fresh basil leaves eggs marinara sauce"
"Ham-Omelet-Grilled-Cheese-Sandwich_-on-Ben_s-Honey-Wheat-Bread-2021004","0.8333333333333334","0.8333333333333334","0.8333333333333334","0.16666666666666666","0.16666666666666666","0.0","large eggs milk salt sliced ham cheddar cheese wheat bread butter"
"Bacon-and-cheese-egg-mcmuffin-cups-334789","0.8333333333333334","0.8333333333333334","0.8333333333333334","0.0","0.16666666666666666","0.0","English muffins cooked bacon shredded cheddar cheese large eggs kosher salt"
"2-Minute-Tuna-Salad-2021023","0.8333333333333334","0.8333333333333334","0.8333333333333334","0.5","0.16666666666666666","0.6666666666666666","tuna mayonnaise mustard bell pepper cayenne salt pepper"
"Cream-Cheese-Lemon-Bars-2022986","0.6666666666666666","0.6666666666666666","0.8333333333333334","0.16666666666666666","0.8333333333333334","0.0","lemon cake mix vegetable oil eggs cream cheese lemon juice sugar"
"Coconut-Macaroons-2024507","0.8333333333333334","0.8333333333333334","0.16666666666666666","0.16666666666666666","0.8333333333333334","0.0","sweetened coconut flakes sweetened condensed milk vanilla extract large eggs salt sweet chocolate"
"Ramen-Bowl-2024280","0.8333333333333334","0.16666666666666666","0.8333333333333334","0.16666666666666666","0.16666666666666666","0.8333333333333334","ramen beef broth boiled eggs green onions jalapeno chilies cilantro"
"Puff-Pizza-Ring-2024776","0.6666666666666666","0.8333333333333334","0.8333333333333334","0.16666666666666666","0.16666666666666666","0.0","puff pastry pizza sauce mozzarella cheese pepperoni slices parmesan cheese eggs"
"Mint-Chocolate-Donut-Holes-2024300","0.16666666666666666","0.5","0.16666666666666666","0.16666666666666666","0.6666666666666666","0.5","butter sugar eggs mint extract all-purpose flour cocoa yeast baking chips vegetable oil glaze powdered sugar milk"
"Cold-Tuna-Macaroni-Salad-2024796","0.16666666666666666","0.16666666666666666","0.16666666666666666","0.6666666666666666","0.16666666666666666","0.16666666666666666","elbow macaroni tuna mayonnaise green pepper purple onion celery pepper"
"Easy-Cheesy-Mac-2019818","0.8333333333333334","0.6666666666666666","0.8333333333333334","0.16666666666666666","0.3333333333333333","0.0","elbow macaroni butter Velveeta shredded sharp cheddar cheese milk eggs salt"
"Coleslaw-2023891","0.5","0.16666666666666666","0.5","0.8333333333333334","0.5","0.0","mayonnaise sugar vinegar seasoning salt pepper slaw mix"
"Breakfast-Sticks-1096708","0.5","0.8333333333333334","0.6666666666666666","0.16666666666666666","0.16666666666666666","0.0","oil bacon breakfast sausages green onions large eggs jack cheese"
"Vegetable-Souffle-with-Parsley_-Sage-_-Rosemary-2021976","0.8333333333333334","0.16666666666666666","0.8333333333333334","0.6666666666666666","0.16666666666666666","0.16666666666666666","coconut oil large carrots zucchini spring onions parsley salt white pepper eggs sage leaves rosemary"
"Bacon-Egg-Cups-2022007","0.8333333333333334","0.8333333333333334","0.8333333333333334","0.0","0.16666666666666666","0.0","bacon eggs shredded cheddar cheese salt black pepper"
"Fathead-Pizza-Dough--Low-Carb-_-Amazing-2024752","0.16666666666666666","0.8333333333333334","0.5","0.0","0.16666666666666666","0.0","cream cheese shredded mozzarella cheese eggs garlic powder almond flour"
"Garlic-Aioli-Dressing-2020930","0.16666666666666666","0.8333333333333334","0.5","0.16666666666666666","0.16666666666666666","0.3333333333333333","egg yolks whole grain mustard salt pepper lemon juice olive oil"
"Legendary-Legend-Quest-Sugar-Cookies-2021461","0.16666666666666666","0.5","0.16666666666666666","0.16666666666666666","0.8333333333333334","0.0","butter sugar eggs flour vanilla"
"Cinnamon-Sugar-Pecans-2012205","0.6666666666666666","0.8333333333333334","0.5","0.16666666666666666","0.8333333333333334","0.0","egg whites water pure vanilla extract pecan halves sugar ground cinnamon salt"
"Lemon-Drop-Cookies-2022949","0.6666666666666666","0.3333333333333333","0.8333333333333334","0.16666666666666666","0.8333333333333334","0.0","lemon cake mix eggs vegetable oil powdered sugar lemon juice water"
"Fry-Sauce-2016213","0.8333333333333334","0.5","0.8333333333333334","0.16666666666666666","0.5","0.0","mayonnaise ketchup apple cider vinegar granulated garlic salt seasoning onion powder"
"Cauliflower-Breadsticks-546079","0.8333333333333334","0.16666666666666666","0.6666666666666666","0.8333333333333334","0.3333333333333333","0.0","cauliflower egg whites mozzarella cheese italian seasoning ground black pepper salt marinara sauce"
"Chewy-Gooey-Flourless-Chocolate-Cookies-472130","0.3333333333333333","0.16666666666666666","0.16666666666666666","0.0","0.8333333333333334","0.0","powdered sugar cocoa powder salt large egg whites pure vanilla extract bittersweet chocolate chips"
"PALEO-SCOTCH-EGGS-2021182","0.5","0.8333333333333334","0.5","0.0","0.16666666666666666","0.0","minced pork eggs salt herbs"
"Greek-Yogurt-Pancakes-2019181","0.8333333333333334","0.16666666666666666","0.8333333333333334","0.16666666666666666","0.5","0.0","greek yogurt all-purpose flour sugar baking soda salt large eggs vanilla extract"
"Cheesy-Spinach-Strata-2021703","0.3333333333333333","0.16666666666666666","0.3333333333333333","0.16666666666666666","0.16666666666666666","0.0","unsalted butter onions ground nutmeg eggs whole milk Italian bread mozzarella cheese salt pepper"
"Yeast-Rolls-2019726","0.16666666666666666","0.3333333333333333","0.6666666666666666","0.16666666666666666","0.5","0.0","flour salt eggs sugar butter milk active dry yeast"
"Dutch-Baby-2024418","0.6666666666666666","0.16666666666666666","0.8333333333333334","0.16666666666666666","0.5","0.0","butter all-purpose flour milk white sugar salt large eggs"
"The-Best-White-Bread-2015695","0.16666666666666666","0.3333333333333333","0.8333333333333334","0.16666666666666666","0.5","0.0","active dry yeast milk granulated sugar kosher salt eggs melted butter bread flour"
"Ham-and-Cheese-Egg-Cups-2024485","0.8333333333333334","0.6666666666666666","0.8333333333333334","0.16666666666666666","0.16666666666666666","0.0","thin deli ham large eggs egg whites skim milk salt pepper fresh spinach leaves sharp cheddar cheese"
"Healthy-Chicken-Fingers-1813063","0.16666666666666666","0.8333333333333334","0.16666666666666666","0.16666666666666666","0.3333333333333333","0.16666666666666666","boneless chicken eggs honey prepared mustard cornflakes black pepper"
"Almond-Butter-Banana-Bread-2023442","0.3333333333333333","0.5","0.5","0.16666666666666666","0.8333333333333334","0.0","bananas vegetable oil sugar yoghurt vanilla almond butter eggs flour baking powder baking soda salt"
"Chocolate-Mocha-Cake-2022933","0.16666666666666666","0.6666666666666666","0.16666666666666666","0.0","0.16666666666666666","0.0","""devils food cake mix"" coffee cooking oil large eggs"
"Beignet-Doughnuts-2021925","0.16666666666666666","0.16666666666666666","0.16666666666666666","0.16666666666666666","0.5","0.0","active dry yeast warm water flour vegetable shortening boiling water granulated sugar salt evaporated milk large eggs powdered sugar"
"Buttermilk-Cornbread-2022217","0.8333333333333334","0.3333333333333333","0.8333333333333334","0.16666666666666666","0.16666666666666666","0.0","cornmeal flour salt baking powder baking soda large eggs buttermilk butter"
"BHG_com-2024462","0.16666666666666666","0.16666666666666666","0.16666666666666666","0.16666666666666666","0.5","0.0","flour active dry yeast warm water sugar milk butter salt eggs dried apricot raisins egg whites water"
"Creamy-Ranch-Pasta-Salad-2023481","0.16666666666666666","0.16666666666666666","0.16666666666666666","0.16666666666666666","0.16666666666666666","0.0","rotini cucumber large tomato baby spinach mayonnaise seasoning"
"Amish-Pancake-2021157","0.8333333333333334","0.16666666666666666","0.8333333333333334","0.16666666666666666","0.16666666666666666","0.0","flour baking powder salt milk eggs"
"Lemon-Bars-2016121","0.16666666666666666","0.6666666666666666","0.3333333333333333","0.5","0.8333333333333334","0.0","flour granulated sugar salt unsalted butter lemon large eggs corn starch"
"Microwave-Western-Omelet-2024268","0.6666666666666666","0.6666666666666666","0.8333333333333334","0.8333333333333334","0.16666666666666666","0.16666666666666666","red pepper sweet onion ham eggs milk american cheese slices"
"Pink-Pancakes-_aka-Beet-Ricotta-Pancakes_-2024593","0.5","0.16666666666666666","0.6666666666666666","0.16666666666666666","0.3333333333333333","0.0","baking mix whole wheat flour beets ricotta cheese large eggs milk vanilla"
"Gluten-Free-Lemon-Crinkle-Cookies-2021207","0.16666666666666666","0.8333333333333334","0.16666666666666666","0.16666666666666666","0.8333333333333334","0.0","blanched almond flour granulated sugar lemon zest salt egg whites lemon extract powdered sugar"
"Raspberry-Pear-Coffee-Cake-_Gluten-Free_-2021510","0.3333333333333333","0.16666666666666666","0.6666666666666666","0.3333333333333333","0.6666666666666666","0.0","oat flour almond flour arrowroot starch baking powder baking soda sea salt cinnamon coconut oil honey eggs vanilla pears lemon juice raspberries coconut sugar"
"Lucky-Day-4-Leaf-Clover-Avocado-Breakfast-Toast-with-Green-Pepper-2023443","0.8333333333333334","0.5","0.8333333333333334","0.8333333333333334","0.16666666666666666","0.3333333333333333","bell pepper avocado eggs salt black pepper toast butter"
"Cheesy-Jalapeno-Corn-Pancakes-2023241","0.6666666666666666","0.5","0.6666666666666666","0.16666666666666666","0.16666666666666666","0.0","pickled jalapenos sweet corn cheddar cheese eggs plain flour milk oil salt black pepper"
"3-Ingredient-Protein-Pancakes-2016274","0.6666666666666666","0.16666666666666666","0.3333333333333333","0.3333333333333333","0.5","0.0","bananas large eggs baking powder"
"JAMAICAN-BANANA-BREAD-2019073","0.16666666666666666","0.16666666666666666","0.5","0.16666666666666666","0.8333333333333334","0.0","all-purpose flour baking soda salt granulated sugar butter large eggs bananas yoghurt dark rum vanilla extract sweetened coconut flakes cooking spray powdered sugar fresh lime juice"
"Salted-Caramel-Turtle-Brownies-2023218","0.6666666666666666","0.8333333333333334","0.3333333333333333","0.16666666666666666","0.8333333333333334","0.0","unsalted butter chocolate bars granulated sugar large eggs pure vanilla extract Dutch-processed cocoa powder flour salt chopped pecans semi-sweet chocolate morsels salted caramels"
"Breakfast-Toast-Cups-2023518","0.8333333333333334","0.6666666666666666","0.8333333333333334","0.16666666666666666","0.16666666666666666","0.0","wheat bread eggs ham shredded cheddar cheese salt pepper"
"Turkey_-Broccoli-and-Cheddar-Mini-Frittatas-2019191","0.3333333333333333","0.5","0.6666666666666666","0.8333333333333334","0.16666666666666666","0.0","large eggs large egg whites broccoli florets turkey breast cheddar cheese sliced green onions kosher salt freshly ground black pepper"
"Easy-Coconut-Shrimp-and-Tropical-Fried-Rice-2024472","0.5","0.16666666666666666","0.8333333333333334","0.8333333333333334","0.3333333333333333","0.16666666666666666","shrimp eggs milk sesame oil chopped onion pineapple red bell pepper green bell pepper frozen peas and carrots garlic cooked rice hoisin sauce water soy sauce"
"Easy-Chilaquiles-Verde-2023543","0.8333333333333334","0.16666666666666666","0.8333333333333334","0.16666666666666666","0.3333333333333333","0.6666666666666666","salsa verde eggs diced red onions tortilla chips queso fresco plain greek yogurt cilantro leaves"
"Ultimate-Chocolate-Chip-Cookies-2024374","0.5","0.6666666666666666","0.8333333333333334","0.0","0.8333333333333334","0.0","salted butter light brown sugar granulated sugar all-purpose flour salt baking soda large eggs vanilla extract semi-sweet chocolate morsels"
"Waffles-2022736","0.16666666666666666","0.3333333333333333","0.16666666666666666","0.0","0.6666666666666666","0.0","eggs salt granulated sugar vanilla unsalted butter all-purpose flour baking powder whole milk"
"Triangle-Ranch-Scalloped-Corn-2023696","0.8333333333333334","0.3333333333333333","0.6666666666666666","0.16666666666666666","0.16666666666666666","0.8333333333333334","eggs cream American cheese milk saltines chile pepper sugar salt ground black pepper"
"Lime-Cream-Pie-2024029","0.5","0.3333333333333333","0.16666666666666666","0.5","0.8333333333333334","0.0","graham cracker crust sweetened condensed milk lime juice large egg yolks heavy cream salt vanilla extract"
"Actually-Perfect-Chocolate-Chip-Cookies-2022155","0.16666666666666666","0.6666666666666666","0.6666666666666666","0.0","0.8333333333333334","0.0","butter brown sugar granulated sugar large eggs egg yolks vanilla all-purpose flour baking soda salt semi-sweet chocolate morsels milk chocolate chips"
"Take-Me-to-Acapulco-2020885","0.16666666666666666","0.16666666666666666","0.16666666666666666","0.8333333333333334","0.5","0.0","silver rum cointreau lime juice granulated sugar large egg whites lime wedges"
"Cinnamon-Sugar-Roasted-Pecans-2023103","0.6666666666666666","0.8333333333333334","0.5","0.16666666666666666","0.8333333333333334","0.0","pecan halves egg whites brown sugar vanilla extract ground cinnamon salt"
"Vanilla-Bean-Creme-Brulee-2019503","0.16666666666666666","0.8333333333333334","0.16666666666666666","0.16666666666666666","0.6666666666666666","0.0","heavy cream vanilla bean paste sugar large egg yolks"
"Instant-Pot-Hard-_Boiled_-Eggs-2023339","0.16666666666666666","0.16666666666666666","0.16666666666666666","0.0","0.16666666666666666","0.0","large eggs water"
"About-2023424","0.3333333333333333","0.16666666666666666","0.6666666666666666","0.16666666666666666","0.5","0.0","sucanat organic unsalted butter yoghurt eggs vanilla extract grated orange cake flour baking powder baking soda ground cinnamon salt ground cloves blueberries"
"Chocolate-Chip-Caramel-Bars-2024110","0.16666666666666666","0.16666666666666666","0.6666666666666666","0.0","0.8333333333333334","0.0","Challenge Butter granulated sugar large eggs vanilla extract baking soda cream of tartar salt all-purpose flour chocolate chips caramel ice cream topping"
"Chocolate-Cherry-Bars-2023002","0.16666666666666666","0.16666666666666666","0.5","0.16666666666666666","0.8333333333333334","0.0","cake mix cherry pie filling almond extract eggs sugar milk margarine semi-sweet chocolate morsels"
"Bear-Claw-Cookies-2023227","0.3333333333333333","0.6666666666666666","0.8333333333333334","0.0","0.8333333333333334","0.0","sugar butter large eggs vanilla extract baking powder salt all-purpose flour cream cheese powdered sugar"
"Flourless-Banana-Pancakes-2021642","0.8333333333333334","0.16666666666666666","0.16666666666666666","0.3333333333333333","0.5","0.0","bananas eggs almond butter baking powder almond meal water"
"Cauliflower-Tortillas-570106","0.8333333333333334","0.16666666666666666","0.6666666666666666","0.8333333333333334","0.16666666666666666","0.0","cauliflower large eggs chopped fresh cilantro lime salt pepper"
"Fluffy-American-Pancakes-2019483","0.8333333333333334","0.16666666666666666","0.8333333333333334","0.0","0.5","0.0","all-purpose flour sugar baking powder sea salt whole milk large eggs butter vegetable oil"
"Latkes-_Potato-Pancakes_-2016635","0.8333333333333334","0.16666666666666666","0.8333333333333334","0.5","0.16666666666666666","0.16666666666666666","baking potatoes onions all-purpose flour large eggs salt freshly ground pepper vegetable oil"
"Stupid-Easy-Trim-Healthy-Mama-Chocolate-Chip-Cookies-2023592","0.16666666666666666","0.8333333333333334","0.6666666666666666","0.0","0.8333333333333334","0.0","salted butter sweetener large eggs vanilla extract blanched almond flour baking soda sugar"
"Tagliatelle-Dolci-di-Carnevale-_Italian-Carnival-Sweet-Tagliatelle_-2021283","0.16666666666666666","0.16666666666666666","0.16666666666666666","0.8333333333333334","0.6666666666666666","0.0","all-purpose flour salt eggs granulated sugar orange vegetable oil powdered sugar"
"Lemon-Dill-Avocado-Chicken-Salad-2023994","0.8333333333333334","0.16666666666666666","0.6666666666666666","0.8333333333333334","0.16666666666666666","0.0","cooked chicken breasts avocado fresh lemon juice sea salt black pepper dried dill green onions frozen peas small carrots mayonnaise"
"Tomato-Spinach-Frittata-2024040","0.6666666666666666","0.3333333333333333","0.6666666666666666","0.6666666666666666","0.16666666666666666","0.0","olive oil onions garlic baby spinach eggs salt pepper roma tomatoes"
"Cottage-Cheese-Pancakes-_Low-Carb__-2022928","0.16666666666666666","0.3333333333333333","0.8333333333333334","0.0","0.16666666666666666","0.0","large eggs cottage cheese kosher salt baking powder all-purpose flour sugar vanilla"
"Coconut-poppy-seed-Pancakes-With-Cranberry-soe-_-Plums-2022743","0.3333333333333333","0.16666666666666666","0.3333333333333333","0.16666666666666666","0.5","0.0","rice flour eggs sugar cream cheese baking powder grated coconut poppy seeds salt coconut oil cranberries water"
"Snack-Girl-2023476","0.3333333333333333","0.16666666666666666","0.6666666666666666","0.16666666666666666","0.6666666666666666","0.0","black beans large eggs canola oil cocoa powder sugar baking powder vanilla bittersweet chocolate chips"
"Meyer-Lemon-Curd-2021393","0.16666666666666666","0.16666666666666666","0.16666666666666666","0.8333333333333334","0.8333333333333334","0.0","sugar unsalted butter eggs Meyer lemon juice Meyer lemons"
"One-Hour-French-Bread-2020241","0.16666666666666666","0.16666666666666666","0.3333333333333333","0.16666666666666666","0.16666666666666666","0.0","warm water white sugar active dry yeast salt butter all-purpose flour egg whites"
"Keto-Bread-Loaves-2020805","0.8333333333333334","0.8333333333333334","0.8333333333333334","0.16666666666666666","0.16666666666666666","0.0","large eggs coconut flour flax seed meal salt baking powder baking soda water apple cider vinegar"
"Outrageously-Amazing-One-Bowl-5-Ingredient-Brownies-1786696","0.16666666666666666","0.6666666666666666","0.16666666666666666","0.0","0.8333333333333334","0.0","chocolate chips salted butter sugar large eggs all-purpose flour"
"3-Ingredient-Banana-Pancakes-1561724","0.3333333333333333","0.16666666666666666","0.16666666666666666","0.3333333333333333","0.5","0.0","bananas eggs oatmeal"
"Scottish-Tea-Bread-_Fruit-Loaf_-2024003","0.16666666666666666","0.16666666666666666","0.16666666666666666","0.3333333333333333","0.8333333333333334","0.0","zante currants raisins golden raisins dark brown sugar black tea eggs all-purpose flour baking powder"
"Dad_s-Denver-Sandwiches-2024625","0.8333333333333334","0.8333333333333334","0.8333333333333334","0.5","0.16666666666666666","0.16666666666666666","""Egglands Best® eggs"" whole milk butter egg bread chopped ham chopped green bell pepper finely chopped onion shredded cheddar cheese salt pepper ketchup"
"Fudgy-Chewy-Cocoa-Brownies-2022147","0.16666666666666666","0.6666666666666666","0.16666666666666666","0.0","0.8333333333333334","0.0","unsalted butter cooking oil sugar large eggs vanilla extract all-purpose flour unsweetened cocoa powder salt chocolate chunks"
"Basic-Vanilla-Cake-2023576","0.8333333333333334","0.8333333333333334","0.8333333333333334","0.0","0.6666666666666666","0.0","unsalted butter granulated sugar eggs vanilla extract cake flour baking powder salt whole milk"
"Low-Carb-Cheese-Crackers-Recipe-_Keto-Friendly_-2016495","0.8333333333333334","0.8333333333333334","0.8333333333333334","0.0","0.16666666666666666","0.0","cheese almond flour cream cheese eggs sea salt rosemary"
"Pimento-Cheese-Spread-2024429","0.8333333333333334","0.8333333333333334","0.8333333333333334","0.5","0.16666666666666666","0.3333333333333333","cream cheese sharp cheddar cheese monterey jack mayonnaise pimentos salt pepper garlic powder"
"Paleo-Creamy-Balsamic-Dressing-2018006","0.16666666666666666","0.8333333333333334","0.8333333333333334","0.16666666666666666","0.5","0.0","paleo mayonnaise kosher salt cracked black pepper extra-virgin olive oil red wine vinegar balsamic vinegar"
"Avocado-Egg-Salad-_mayo-free__-1050106","0.8333333333333334","0.6666666666666666","0.6666666666666666","0.5","0.16666666666666666","0.0","eggs avocado fresh lemon juice fine sea salt"
"Irish-Soda-Bread-Muffins-2024299","0.8333333333333334","0.16666666666666666","0.6666666666666666","0.16666666666666666","0.8333333333333334","0.0","raisins flour sugar baking powder salt butter milk eggs"
"Bacon-_-Sriracha-Corn-Muffins-2022674","0.8333333333333334","0.5","0.8333333333333334","0.16666666666666666","0.5","0.8333333333333334","yellow cornmeal flour baking powder baking soda sugar eggs buttermilk vegetable oil crumbled bacon Sriracha"
